,K55 CNC,Machine_Type,Total_Dim_x,Sample_Taken,OK_Count,Yield%_y,Shift1_Sample_Taken,Shift1_DIM_Inspected,Shift1_OK_Count,Shift1_NG_Count,Shift1_NG_List,Shift2_Sample_Taken,Shift2_DIM_Inspected,Shift2_OK_Count,Shift2_NG_Count,Shift2_NG_List,Shift3_Sample_Taken,Shift3_DIM_Inspected,Shift3_OK_Count,Shift3_NG_Count,Shift3_NG_List
0,BM1L1C1F1,BU,33,105,102.0,97.1%,105.0,11.0,102.0,3.0,"('P64', 'P64', 'P66')",105.0,11.0,102.0,3.0,0,105.0,11.0,102.0,3.0,0
3,BM1L1C1F1,LR,16,65,65.0,100.0%,65.0,12.0,65.0,0.0,0,65.0,12.0,65.0,0.0,0,65.0,12.0,65.0,0.0,0
6,BM1L1C1F1,RR,7,35,0.0,0.0%,35.0,4.0,0.0,35.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",35.0,4.0,0.0,35.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",35.0,4.0,0.0,35.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
9,BM1L1C1F10,BU,33,60,58.0,96.7%,60.0,11.0,58.0,2.0,"('P66',)",60.0,11.0,58.0,2.0,0,60.0,11.0,58.0,2.0,"('P66',)"
12,BM1L1C1F10,LR,16,52,52.0,100.0%,52.0,12.0,52.0,0.0,0,52.0,12.0,52.0,0.0,0,52.0,12.0,52.0,0.0,0
15,BM1L1C1F10,RR,7,28,0.0,0.0%,28.0,4.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",28.0,4.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",28.0,4.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
18,BM1L1C1F11,BU,33,75,75.0,100.0%,75.0,11.0,75.0,0.0,0,75.0,11.0,75.0,0.0,0,75.0,11.0,75.0,0.0,0
21,BM1L1C1F11,LR,16,52,52.0,100.0%,52.0,12.0,52.0,0.0,0,52.0,12.0,52.0,0.0,0,52.0,12.0,52.0,0.0,0
24,BM1L1C1F11,RR,7,28,0.0,0.0%,28.0,4.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",28.0,4.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",28.0,4.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
27,BM1L1C1F12,BU,33,60,59.0,98.3%,60.0,11.0,59.0,1.0,"('P66',)",60.0,11.0,59.0,1.0,0,60.0,11.0,59.0,1.0,0
30,BM1L1C1F12,LR,16,130,129.0,99.2%,130.0,12.0,129.0,1.0,0,130.0,12.0,129.0,1.0,0,130.0,12.0,129.0,1.0,"('FAI0780',)"
33,BM1L1C1F12,RR,7,28,0.0,0.0%,28.0,4.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",28.0,4.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",28.0,4.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
36,BM1L1C1F13,BU,33,64,63.0,98.4%,64.0,11.0,63.0,1.0,"('P66',)",64.0,12.0,63.0,1.0,0,64.0,11.0,63.0,1.0,0
39,BM1L1C1F13,LR,16,52,52.0,100.0%,52.0,12.0,52.0,0.0,0,52.0,12.0,52.0,0.0,0,52.0,12.0,52.0,0.0,0
42,BM1L1C1F13,RR,7,28,0.0,0.0%,28.0,4.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",28.0,4.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",28.0,4.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
45,BM1L1C1F14,BU,33,60,60.0,100.0%,60.0,11.0,60.0,0.0,0,60.0,11.0,60.0,0.0,0,60.0,11.0,60.0,0.0,0
48,BM1L1C1F14,LR,16,52,52.0,100.0%,52.0,12.0,52.0,0.0,0,52.0,12.0,52.0,0.0,0,52.0,12.0,52.0,0.0,0
51,BM1L1C1F14,RR,7,28,0.0,0.0%,28.0,4.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",28.0,4.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",28.0,4.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
54,BM1L1C1F15,BU,33,64,64.0,100.0%,64.0,11.0,64.0,0.0,0,64.0,12.0,64.0,0.0,0,64.0,11.0,64.0,0.0,0
57,BM1L1C1F15,LR,16,65,65.0,100.0%,65.0,12.0,65.0,0.0,0,65.0,12.0,65.0,0.0,0,65.0,12.0,65.0,0.0,0
60,BM1L1C1F15,RR,7,28,0.0,0.0%,28.0,4.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",28.0,4.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",28.0,4.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
63,BM1L1C1F16,BU,33,49,49.0,100.0%,49.0,11.0,49.0,0.0,0,49.0,12.0,49.0,0.0,0,49.0,11.0,49.0,0.0,0
66,BM1L1C1F16,LR,16,78,78.0,100.0%,78.0,12.0,78.0,0.0,0,78.0,12.0,78.0,0.0,0,78.0,12.0,78.0,0.0,0
69,BM1L1C1F16,RR,7,21,0.0,0.0%,21.0,4.0,0.0,21.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",21.0,4.0,0.0,21.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",21.0,4.0,0.0,21.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
72,BM1L1C1F17,BU,33,94,92.0,97.9%,94.0,11.0,92.0,2.0,0,94.0,12.0,92.0,2.0,"('P63_3', 'P63_4')",94.0,11.0,92.0,2.0,0
75,BM1L1C1F17,LR,16,65,65.0,100.0%,65.0,12.0,65.0,0.0,0,65.0,12.0,65.0,0.0,0,65.0,12.0,65.0,0.0,0
78,BM1L1C1F17,RR,7,35,0.0,0.0%,35.0,4.0,0.0,35.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",35.0,4.0,0.0,35.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",35.0,4.0,0.0,35.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
81,BM1L1C1F18,BU,33,45,41.0,91.1%,45.0,11.0,41.0,4.0,"('P64', 'P66')",45.0,11.0,41.0,4.0,"('P66',)",45.0,11.0,41.0,4.0,"('P66',)"
84,BM1L1C1F18,LR,16,39,39.0,100.0%,39.0,12.0,39.0,0.0,0,39.0,12.0,39.0,0.0,0,39.0,12.0,39.0,0.0,0
87,BM1L1C1F18,RR,7,21,0.0,0.0%,21.0,4.0,0.0,21.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",21.0,4.0,0.0,21.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",21.0,4.0,0.0,21.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
90,BM1L1C1F19,BU,33,64,64.0,100.0%,64.0,11.0,64.0,0.0,0,64.0,12.0,64.0,0.0,0,64.0,11.0,64.0,0.0,0
93,BM1L1C1F19,LR,16,52,52.0,100.0%,52.0,12.0,52.0,0.0,0,52.0,12.0,52.0,0.0,0,52.0,12.0,52.0,0.0,0
96,BM1L1C1F19,RR,7,28,0.0,0.0%,28.0,4.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",28.0,4.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",28.0,4.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
99,BM1L1C1F2,BU,33,75,74.0,98.7%,75.0,11.0,74.0,1.0,0,75.0,11.0,74.0,1.0,0,75.0,11.0,74.0,1.0,"('P66',)"
102,BM1L1C1F2,LR,16,78,78.0,100.0%,78.0,12.0,78.0,0.0,0,78.0,12.0,78.0,0.0,0,78.0,12.0,78.0,0.0,0
105,BM1L1C1F2,RR,7,35,0.0,0.0%,35.0,4.0,0.0,35.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",35.0,4.0,0.0,35.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",35.0,4.0,0.0,35.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
108,BM1L1C1F20,BU,33,60,60.0,100.0%,60.0,11.0,60.0,0.0,0,60.0,11.0,60.0,0.0,0,60.0,11.0,60.0,0.0,0
111,BM1L1C1F20,LR,16,39,39.0,100.0%,39.0,12.0,39.0,0.0,0,39.0,12.0,39.0,0.0,0,39.0,12.0,39.0,0.0,0
114,BM1L1C1F20,RR,7,21,0.0,0.0%,21.0,4.0,0.0,21.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",21.0,4.0,0.0,21.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",21.0,4.0,0.0,21.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
117,BM1L1C1F21,BU,33,49,49.0,100.0%,49.0,11.0,49.0,0.0,0,49.0,12.0,49.0,0.0,0,49.0,11.0,49.0,0.0,0
120,BM1L1C1F21,LR,16,39,39.0,100.0%,39.0,12.0,39.0,0.0,0,39.0,12.0,39.0,0.0,0,39.0,12.0,39.0,0.0,0
123,BM1L1C1F21,RR,7,21,0.0,0.0%,21.0,4.0,0.0,21.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",21.0,4.0,0.0,21.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",21.0,4.0,0.0,21.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
126,BM1L1C1F22,BU,33,45,45.0,100.0%,45.0,11.0,45.0,0.0,0,45.0,11.0,45.0,0.0,0,45.0,11.0,45.0,0.0,0
129,BM1L1C1F22,LR,16,39,38.0,97.4%,39.0,12.0,38.0,1.0,"('FAI0649',)",39.0,12.0,38.0,1.0,0,39.0,12.0,38.0,1.0,0
132,BM1L1C1F22,RR,7,21,0.0,0.0%,21.0,4.0,0.0,21.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",21.0,4.0,0.0,21.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",21.0,4.0,0.0,21.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
135,BM1L1C1F23,BU,33,49,47.0,95.9%,49.0,11.0,47.0,2.0,0,49.0,12.0,47.0,2.0,"('P63_3', 'P63_4')",49.0,11.0,47.0,2.0,0
138,BM1L1C1F23,LR,16,39,39.0,100.0%,39.0,12.0,39.0,0.0,0,39.0,12.0,39.0,0.0,0,39.0,12.0,39.0,0.0,0
141,BM1L1C1F23,RR,7,21,0.0,0.0%,21.0,4.0,0.0,21.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",21.0,4.0,0.0,21.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",21.0,4.0,0.0,21.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
144,BM1L1C1F24,BU,33,60,60.0,100.0%,60.0,11.0,60.0,0.0,0,60.0,11.0,60.0,0.0,0,60.0,11.0,60.0,0.0,0
147,BM1L1C1F24,LR,16,78,78.0,100.0%,78.0,12.0,78.0,0.0,0,78.0,12.0,78.0,0.0,0,78.0,12.0,78.0,0.0,0
150,BM1L1C1F24,RR,7,42,0.0,0.0%,42.0,4.0,0.0,42.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",42.0,4.0,0.0,42.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",42.0,4.0,0.0,42.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
153,BM1L1C1F25,BU,33,45,45.0,100.0%,45.0,11.0,45.0,0.0,0,0.0,0.0,0.0,0.0,0,45.0,11.0,45.0,0.0,0
155,BM1L1C1F25,LR,16,52,52.0,100.0%,52.0,12.0,52.0,0.0,0,52.0,12.0,52.0,0.0,0,52.0,12.0,52.0,0.0,0
158,BM1L1C1F25,RR,7,21,0.0,0.0%,21.0,4.0,0.0,21.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0,21.0,4.0,0.0,21.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
160,BM1L1C1F26,BU,33,75,74.0,98.7%,75.0,11.0,74.0,1.0,"('P66',)",75.0,11.0,74.0,1.0,0,75.0,11.0,74.0,1.0,0
163,BM1L1C1F26,LR,16,52,52.0,100.0%,52.0,12.0,52.0,0.0,0,52.0,12.0,52.0,0.0,0,52.0,12.0,52.0,0.0,0
166,BM1L1C1F26,RR,7,28,0.0,0.0%,28.0,4.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",28.0,4.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",28.0,4.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
169,BM1L1C1F27,BU,33,75,75.0,100.0%,75.0,11.0,75.0,0.0,0,75.0,11.0,75.0,0.0,0,75.0,11.0,75.0,0.0,0
172,BM1L1C1F27,LR,16,78,78.0,100.0%,78.0,12.0,78.0,0.0,0,78.0,12.0,78.0,0.0,0,78.0,12.0,78.0,0.0,0
175,BM1L1C1F27,RR,7,42,0.0,0.0%,42.0,4.0,0.0,42.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",42.0,4.0,0.0,42.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",42.0,4.0,0.0,42.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
178,BM1L1C1F28,BU,33,136,126.0,92.6%,136.0,11.0,126.0,10.0,"('P66',)",136.0,12.0,126.0,10.0,"('P64', 'P63_1', 'P64', 'P66', 'P63_1', 'P63_2', 'P63_3', 'P63_4')",136.0,11.0,126.0,10.0,"('P64',)"
181,BM1L1C1F28,LR,16,78,78.0,100.0%,78.0,12.0,78.0,0.0,0,78.0,12.0,78.0,0.0,0,78.0,12.0,78.0,0.0,0
184,BM1L1C1F28,RR,7,49,0.0,0.0%,49.0,4.0,0.0,49.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",49.0,4.0,0.0,49.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",49.0,4.0,0.0,49.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
187,BM1L1C1F29,BU,33,64,63.0,98.4%,64.0,11.0,63.0,1.0,"('P66',)",64.0,11.0,63.0,1.0,0,64.0,12.0,63.0,1.0,0
190,BM1L1C1F29,LR,16,52,52.0,100.0%,52.0,12.0,52.0,0.0,0,52.0,12.0,52.0,0.0,0,52.0,12.0,52.0,0.0,0
193,BM1L1C1F29,RR,7,28,0.0,0.0%,28.0,4.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",28.0,4.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",28.0,4.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
196,BM1L1C1F3,BU,33,90,90.0,100.0%,90.0,11.0,90.0,0.0,0,90.0,11.0,90.0,0.0,0,90.0,11.0,90.0,0.0,0
199,BM1L1C1F3,LR,16,65,65.0,100.0%,65.0,12.0,65.0,0.0,0,65.0,12.0,65.0,0.0,0,65.0,12.0,65.0,0.0,0
202,BM1L1C1F3,RR,7,35,0.0,0.0%,35.0,4.0,0.0,35.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",35.0,4.0,0.0,35.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",35.0,4.0,0.0,35.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
205,BM1L1C1F30,BU,33,83,82.0,98.8%,83.0,11.0,82.0,1.0,0,83.0,12.0,82.0,1.0,"('P63_4',)",83.0,11.0,82.0,1.0,0
208,BM1L1C1F30,LR,16,52,52.0,100.0%,52.0,12.0,52.0,0.0,0,52.0,12.0,52.0,0.0,0,52.0,12.0,52.0,0.0,0
211,BM1L1C1F30,RR,7,28,0.0,0.0%,28.0,4.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",28.0,4.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",28.0,4.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
214,BM1L1C1F31,BU,33,45,45.0,100.0%,45.0,11.0,45.0,0.0,0,45.0,11.0,45.0,0.0,0,45.0,11.0,45.0,0.0,0
217,BM1L1C1F31,LR,16,26,26.0,100.0%,26.0,12.0,26.0,0.0,0,0.0,0.0,0.0,0.0,0,26.0,12.0,26.0,0.0,0
219,BM1L1C1F31,RR,7,14,0.0,0.0%,14.0,4.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0,14.0,4.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
221,BM1L1C1F32,BU,33,60,60.0,100.0%,60.0,11.0,60.0,0.0,0,60.0,11.0,60.0,0.0,0,60.0,11.0,60.0,0.0,0
224,BM1L1C1F32,LR,16,39,39.0,100.0%,39.0,12.0,39.0,0.0,0,39.0,12.0,39.0,0.0,0,39.0,12.0,39.0,0.0,0
227,BM1L1C1F32,RR,7,49,0.0,0.0%,49.0,4.0,0.0,49.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",49.0,4.0,0.0,49.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",49.0,4.0,0.0,49.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
230,BM1L1C1F33,BU,33,49,49.0,100.0%,49.0,11.0,49.0,0.0,0,49.0,12.0,49.0,0.0,0,49.0,11.0,49.0,0.0,0
233,BM1L1C1F33,LR,16,39,39.0,100.0%,39.0,12.0,39.0,0.0,0,39.0,12.0,39.0,0.0,0,39.0,12.0,39.0,0.0,0
236,BM1L1C1F33,RR,7,21,0.0,0.0%,21.0,4.0,0.0,21.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",21.0,4.0,0.0,21.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",21.0,4.0,0.0,21.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
239,BM1L1C1F34,BU,33,49,48.0,98.0%,49.0,11.0,48.0,1.0,0,49.0,11.0,48.0,1.0,0,49.0,12.0,48.0,1.0,"('P63_1',)"
242,BM1L1C1F34,LR,16,39,39.0,100.0%,39.0,12.0,39.0,0.0,0,39.0,12.0,39.0,0.0,0,39.0,12.0,39.0,0.0,0
245,BM1L1C1F34,RR,7,28,0.0,0.0%,28.0,4.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",28.0,4.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",28.0,4.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
248,BM1L1C1F35,BU,33,49,46.0,93.9%,49.0,11.0,46.0,3.0,0,49.0,12.0,46.0,3.0,"('P63_2', 'P63_3', 'P63_4')",49.0,11.0,46.0,3.0,0
251,BM1L1C1F35,LR,16,52,52.0,100.0%,52.0,12.0,52.0,0.0,0,52.0,12.0,52.0,0.0,0,52.0,12.0,52.0,0.0,0
254,BM1L1C1F35,RR,7,21,0.0,0.0%,21.0,4.0,0.0,21.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",21.0,4.0,0.0,21.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",21.0,4.0,0.0,21.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
257,BM1L1C1F36,BU,33,64,62.0,96.9%,64.0,11.0,62.0,2.0,"('P66',)",64.0,12.0,62.0,2.0,"('P66',)",64.0,11.0,62.0,2.0,0
260,BM1L1C1F36,LR,16,65,63.0,96.9%,65.0,12.0,63.0,2.0,0,65.0,12.0,63.0,2.0,"('FAI0780', 'FAI0780')",65.0,12.0,63.0,2.0,0
